date,close,volume,open,high,low,Source
01/04/2024,$382.95,"1,618,314",$383.55,$387.0899,$381.95,NASDAQ
01/03/2024,$381.79,"2,265,306",$383.88,$385.395,$376.7633,NASDAQ
01/02/2024,$388.30,"2,263,330",$383.00,$389.14,$382.19,NASDAQ
12/29/2023,$385.77,"881,319",$385.57,$386.64,$383.57,NASDAQ
12/28/2023,$386.41,"1,024,818",$384.52,$387.76,$383.63,NASDAQ
12/27/2023,$384.48,"1,367,219",$381.20,$385.75,$380.31,NASDAQ
12/26/2023,$381.61,"837,409",$380.65,$382.61,$380.05,NASDAQ
12/22/2023,$380.65,"1,538,183",$382.00,$383.4896,$379.41,NASDAQ
12/21/2023,$380.57,"1,301,713",$380.05,$381.49,$377.01,NASDAQ
12/20/2023,$377.52,"1,836,529",$380.73,$385.13,$377.25,NASDAQ
12/19/2023,$382.45,"2,091,787",$376.01,$383.769,$374.545,NASDAQ
12/18/2023,$376.40,"2,741,011",$381.26,$382.76,$375.91,NASDAQ
12/15/2023,$380.51,"4,522,310",$380.19,$385.895,$379.32,NASDAQ
12/14/2023,$383.47,"5,376,303",$366.50,$386.20,$365.00,NASDAQ
12/13/2023,$362.73,"2,876,467",$352.94,$362.85,$351.60,NASDAQ
12/12/2023,$352.61,"1,597,669",$351.41,$353.9956,$349.58,NASDAQ
12/11/2023,$351.76,"1,635,961",$351.44,$353.03,$349.05,NASDAQ
12/08/2023,$350.83,"2,239,001",$344.31,$352.29,$343.7758,NASDAQ
12/07/2023,$344.62,"2,162,631",$343.71,$344.69,$342.00,NASDAQ
12/06/2023,$341.97,"1,869,436",$343.51,$347.00,$341.60,NASDAQ
12/05/2023,$341.75,"2,429,702",$346.60,$346.8337,$340.54,NASDAQ
12/04/2023,$349.39,"2,178,216",$346.30,$350.49,$345.29,NASDAQ
12/01/2023,$348.43,"3,623,292",$341.46,$348.89,$340.42,NASDAQ
11/30/2023,$341.54,"1,903,754",$341.68,$344.755,$340.09,NASDAQ
11/29/2023,$340.26,"2,038,124",$337.00,$343.53,$336.51,NASDAQ
11/28/2023,$337.65,"1,418,976",$337.38,$338.3999,$334.87,NASDAQ
11/27/2023,$337.71,"1,250,571",$339.19,$340.02,$335.74,NASDAQ
11/24/2023,$339.15,"460,100",$338.80,$340.27,$337.64,NASDAQ
11/22/2023,$338.64,"1,235,402",$336.94,$338.91,$335.37,NASDAQ
11/21/2023,$334.97,"1,901,001",$338.36,$339.09,$334.55,NASDAQ
11/20/2023,$339.45,"3,149,459",$340.00,$341.315,$337.50,NASDAQ
11/17/2023,$339.19,"1,465,594",$339.50,$340.45,$338.12,NASDAQ
11/16/2023,$336.67,"1,620,383",$337.76,$339.75,$335.01,NASDAQ
11/15/2023,$337.60,"2,534,619",$339.90,$341.08,$335.3407,NASDAQ
11/14/2023,$338.72,"3,592,920",$333.53,$341.775,$332.47,NASDAQ
11/13/2023,$326.91,"1,403,320",$324.16,$328.72,$323.53,NASDAQ
11/10/2023,$325.51,"1,781,440",$323.32,$326.06,$321.65,NASDAQ
11/09/2023,$320.78,"1,788,040",$326.00,$326.65,$319.66,NASDAQ
11/08/2023,$324.56,"1,484,489",$323.95,$326.66,$323.67,NASDAQ
11/07/2023,$323.95,"1,504,999",$322.13,$326.39,$321.29,NASDAQ
11/06/2023,$323.91,"2,087,563",$326.66,$328.90,$322.10,NASDAQ
11/03/2023,$327.62,"3,742,027",$318.46,$329.33,$317.93,NASDAQ
11/02/2023,$313.76,"2,596,968",$309.69,$314.54,$308.00,NASDAQ
11/01/2023,$307.16,"2,345,370",$303.33,$308.25,$302.8371,NASDAQ
10/31/2023,$303.61,"2,611,046",$301.68,$304.29,$300.70,NASDAQ
10/30/2023,$300.83,"3,065,158",$293.45,$301.81,$293.29,NASDAQ
10/27/2023,$289.91,"2,601,664",$297.55,$298.27,$289.3568,NASDAQ
10/26/2023,$296.99,"2,011,172",$296.96,$300.14,$294.7801,NASDAQ
10/25/2023,$296.76,"1,809,273",$298.60,$300.00,$295.03,NASDAQ
10/24/2023,$299.18,"1,697,300",$300.00,$303.10,$299.08,NASDAQ
10/23/2023,$299.22,"2,959,982",$298.29,$303.55,$298.19,NASDAQ
10/20/2023,$300.05,"2,328,977",$298.50,$303.25,$298.10,NASDAQ
10/19/2023,$299.19,"3,211,804",$301.96,$305.336,$298.63,NASDAQ
10/18/2023,$301.96,"3,460,269",$307.00,$307.22,$301.48,NASDAQ
10/17/2023,$309.36,"4,122,960",$313.38,$316.18,$305.91,NASDAQ
10/16/2023,$314.39,"2,273,906",$313.18,$315.90,$310.25,NASDAQ
10/13/2023,$309.30,"1,785,777",$312.00,$316.18,$308.174,NASDAQ
10/12/2023,$309.85,"1,727,714",$314.15,$314.25,$308.02,NASDAQ
10/11/2023,$313.02,"1,672,491",$315.43,$316.63,$311.60,NASDAQ
10/10/2023,$314.77,"1,194,030",$314.47,$316.85,$312.29,NASDAQ
10/09/2023,$312.61,"1,094,602",$308.90,$313.4761,$308.37,NASDAQ
10/06/2023,$312.48,"1,595,270",$308.11,$315.32,$307.17,NASDAQ
10/05/2023,$310.50,"1,584,764",$307.36,$310.55,$304.2075,NASDAQ
10/04/2023,$308.60,"1,872,003",$304.85,$309.06,$303.48,NASDAQ
10/03/2023,$306.12,"3,118,598",$315.27,$315.68,$304.39,NASDAQ
10/02/2023,$318.50,"1,303,821",$322.03,$323.58,$317.10,NASDAQ
09/29/2023,$323.57,"1,403,878",$327.20,$327.96,$322.27,NASDAQ
09/28/2023,$325.20,"1,389,644",$320.21,$326.84,$320.21,NASDAQ
09/27/2023,$321.95,"1,493,003",$324.98,$325.00,$318.98,NASDAQ
09/26/2023,$323.82,"1,481,824",$325.61,$327.43,$322.42,NASDAQ
09/25/2023,$328.84,"833,525",$327.07,$329.285,$325.28,NASDAQ
09/22/2023,$327.89,"1,669,558",$330.10,$331.5399,$326.83,NASDAQ
09/21/2023,$330.24,"1,685,328",$334.50,$334.6925,$330.08,NASDAQ
09/20/2023,$336.70,"1,225,777",$342.61,$343.8029,$336.2901,NASDAQ
09/19/2023,$341.89,"1,660,396",$343.46,$344.97,$337.97,NASDAQ
09/18/2023,$343.32,"1,356,719",$342.54,$344.26,$339.27,NASDAQ
09/15/2023,$342.54,"3,063,887",$345.15,$346.19,$341.8586,NASDAQ
09/14/2023,$344.57,"2,822,721",$339.00,$345.12,$336.85,NASDAQ
09/13/2023,$334.98,"2,164,992",$333.50,$337.01,$330.82,NASDAQ
09/12/2023,$330.90,"2,054,652",$324.01,$335.28,$324.00,NASDAQ
09/11/2023,$324.65,"1,283,102",$328.26,$330.1499,$324.29,NASDAQ
09/08/2023,$325.52,"2,026,803",$321.92,$325.97,$321.659,NASDAQ
09/07/2023,$321.96,"1,471,138",$320.62,$324.22,$320.13,NASDAQ
09/06/2023,$321.13,"2,120,866",$322.31,$324.14,$319.305,NASDAQ
09/05/2023,$323.75,"1,846,007",$327.34,$328.48,$322.625,NASDAQ
09/01/2023,$327.40,"1,201,407",$329.67,$331.62,$326.205,NASDAQ
08/31/2023,$327.71,"1,271,233",$329.41,$330.49,$325.9575,NASDAQ
08/30/2023,$328.58,"1,131,451",$330.00,$331.91,$327.65,NASDAQ
08/29/2023,$332.55,"1,831,735",$325.56,$332.70,$324.68,NASDAQ
08/28/2023,$325.97,"1,440,275",$321.34,$326.60,$321.34,NASDAQ
08/25/2023,$320.15,"1,159,572",$320.80,$322.7199,$318.1901,NASDAQ
08/24/2023,$319.96,"1,185,557",$322.15,$327.49,$319.51,NASDAQ
08/23/2023,$322.33,"1,429,147",$320.62,$322.45,$318.00,NASDAQ
08/22/2023,$318.79,"1,810,287",$322.48,$322.64,$318.31,NASDAQ
08/21/2023,$322.06,"1,983,723",$325.39,$326.39,$319.39,NASDAQ
08/18/2023,$324.93,"1,730,485",$324.32,$327.62,$323.195,NASDAQ
08/17/2023,$327.52,"3,135,291",$330.00,$333.99,$324.00,NASDAQ
08/16/2023,$329.11,"3,340,306",$330.54,$332.92,$328.97,NASDAQ
08/15/2023,$332.21,"1,657,764",$333.30,$334.03,$330.48,NASDAQ
08/14/2023,$337.74,"1,347,039",$337.41,$338.45,$334.86,NASDAQ
08/11/2023,$340.73,"1,256,837",$339.93,$341.79,$337.55,NASDAQ
08/10/2023,$340.40,"1,345,914",$344.07,$347.26,$339.80,NASDAQ
08/09/2023,$342.69,"1,326,159",$346.82,$348.455,$342.49,NASDAQ
08/08/2023,$348.26,"1,917,387",$351.70,$352.00,$342.03,NASDAQ
08/07/2023,$355.56,"1,260,463",$355.40,$357.67,$353.92,NASDAQ
08/04/2023,$353.22,"1,725,271",$353.34,$358.73,$352.51,NASDAQ
08/03/2023,$353.16,"1,840,492",$349.99,$355.2099,$348.62,NASDAQ
08/02/2023,$351.10,"2,107,550",$354.99,$354.99,$348.87,NASDAQ
08/01/2023,$357.72,"2,024,407",$354.00,$357.87,$353.39,NASDAQ
07/31/2023,$355.87,"1,385,712",$354.88,$357.20,$354.02,NASDAQ
07/28/2023,$353.23,"1,827,589",$356.11,$356.50,$351.61,NASDAQ
07/27/2023,$354.51,"2,010,761",$358.13,$360.535,$354.17,NASDAQ
07/26/2023,$357.56,"2,281,562",$354.49,$360.26,$354.28,NASDAQ
07/25/2023,$354.70,"2,892,975",$357.42,$360.82,$353.98,NASDAQ
07/24/2023,$358.93,"3,517,526",$352.83,$361.62,$352.00,NASDAQ
07/21/2023,$351.96,"3,217,355",$351.78,$355.08,$346.7818,NASDAQ
07/20/2023,$350.86,"3,915,002",$339.16,$351.68,$339.16,NASDAQ
07/19/2023,$340.55,"6,037,364",$338.00,$345.88,$331.30,NASDAQ
07/18/2023,$337.27,"3,899,130",$327.30,$338.25,$327.30,NASDAQ
07/17/2023,$327.20,"1,778,480",$325.89,$327.4899,$324.36,NASDAQ
07/14/2023,$326.19,"1,815,195",$331.99,$332.475,$325.02,NASDAQ
07/13/2023,$328.68,"2,787,765",$327.35,$329.28,$325.6901,NASDAQ
07/12/2023,$326.40,"2,741,432",$324.58,$333.3499,$324.25,NASDAQ
07/11/2023,$320.88,"2,042,581",$318.83,$321.04,$314.58,NASDAQ
07/10/2023,$316.47,"1,775,938",$316.67,$320.08,$316.00,NASDAQ
07/07/2023,$315.17,"2,903,136",$313.20,$317.365,$312.70,NASDAQ
07/06/2023,$313.00,"2,897,815",$318.00,$318.64,$312.84,NASDAQ
07/05/2023,$320.05,"2,561,728",$323.95,$324.61,$319.63,NASDAQ
07/03/2023,$326.61,"1,106,831",$322.41,$329.40,$322.41,NASDAQ
06/30/2023,$322.54,"2,361,843",$325.82,$326.03,$322.45,NASDAQ
06/29/2023,$323.09,"3,553,574",$317.85,$325.50,$316.25,NASDAQ
06/28/2023,$313.66,"2,423,479",$311.72,$314.90,$310.685,NASDAQ
06/27/2023,$313.45,"2,156,849",$312.41,$315.68,$310.56,NASDAQ
06/26/2023,$312.36,"2,480,985",$315.13,$316.64,$312.17,NASDAQ
06/23/2023,$314.71,"2,612,014",$316.56,$317.71,$314.07,NASDAQ
06/22/2023,$319.58,"2,412,217",$323.69,$324.26,$319.01,NASDAQ
06/21/2023,$325.07,"2,158,659",$328.45,$329.9999,$324.92,NASDAQ
06/20/2023,$330.72,"3,208,987",$335.32,$335.38,$329.23,NASDAQ
06/16/2023,$338.31,"4,544,941",$341.38,$341.40,$337.1101,NASDAQ
06/15/2023,$339.74,"3,322,660",$337.32,$344.00,$335.695,NASDAQ
06/14/2023,$338.42,"1,819,396",$344.78,$347.73,$337.23,NASDAQ
06/13/2023,$342.50,"1,772,383",$340.20,$345.28,$339.45,NASDAQ
06/12/2023,$339.49,"2,291,289",$338.44,$340.09,$336.35,NASDAQ
06/09/2023,$336.02,"1,703,003",$335.21,$336.20,$332.54,NASDAQ
06/08/2023,$335.47,"2,010,162",$335.36,$336.33,$331.34,NASDAQ
06/07/2023,$335.75,"3,382,887",$327.64,$337.84,$326.32,NASDAQ
06/06/2023,$326.80,"1,495,628",$322.43,$328.07,$321.40,NASDAQ
06/05/2023,$321.81,"1,462,911",$322.93,$323.485,$320.32,NASDAQ
06/02/2023,$323.65,"3,987,763",$318.235,$325.2699,$317.0491,NASDAQ
06/01/2023,$316.40,"3,339,733",$324.51,$324.675,$314.02,NASDAQ
05/31/2023,$323.90,"2,938,032",$326.07,$327.25,$321.815,NASDAQ
05/30/2023,$330.83,"1,998,762",$332.08,$332.53,$327.725,NASDAQ
05/26/2023,$332.01,"2,718,654",$324.72,$332.87,$324.00,NASDAQ
05/25/2023,$323.88,"1,618,646",$318.92,$325.18,$318.80,NASDAQ
05/24/2023,$319.81,"1,439,076",$320.39,$321.90,$318.80,NASDAQ
05/23/2023,$323.57,"1,551,084",$323.60,$327.14,$322.81,NASDAQ
05/22/2023,$324.92,"1,499,004",$326.15,$327.34,$322.43,NASDAQ
05/19/2023,$326.15,"1,546,149",$330.00,$331.95,$324.79,NASDAQ
05/18/2023,$329.58,"1,645,540",$330.00,$330.60,$325.66,NASDAQ
05/17/2023,$330.18,"2,098,260",$322.66,$330.39,$322.66,NASDAQ
05/16/2023,$320.81,"1,618,975",$322.50,$323.07,$320.495,NASDAQ
05/15/2023,$322.07,"1,178,249",$320.42,$323.25,$318.06,NASDAQ
05/12/2023,$319.50,"1,099,060",$322.04,$323.22,$317.3201,NASDAQ
05/11/2023,$320.72,"1,515,390",$319.66,$321.94,$318.18,NASDAQ
05/10/2023,$322.55,"1,752,373",$329.92,$329.92,$319.08,NASDAQ
05/09/2023,$324.77,"1,253,285",$325.04,$327.1799,$323.295,NASDAQ
05/08/2023,$326.51,"1,607,368",$329.64,$330.30,$325.67,NASDAQ
05/05/2023,$327.02,"2,413,384",$325.06,$327.8691,$322.42,NASDAQ
05/04/2023,$321.26,"2,965,114",$325.95,$326.98,$318.56,NASDAQ
05/03/2023,$328.65,"1,825,366",$332.36,$334.83,$328.25,NASDAQ
05/02/2023,$333.37,"2,397,583",$339.01,$339.89,$330.0013,NASDAQ
05/01/2023,$340.57,"1,375,028",$344.05,$347.46,$340.365,NASDAQ
04/28/2023,$343.44,"1,714,119",$340.05,$344.10,$339.70,NASDAQ
04/27/2023,$341.60,"1,768,168",$340.14,$343.36,$338.76,NASDAQ
04/26/2023,$336.56,"2,042,094",$337.58,$340.60,$334.64,NASDAQ
04/25/2023,$339.48,"2,138,164",$341.00,$343.47,$338.33,NASDAQ
04/24/2023,$343.96,"1,966,254",$341.99,$345.06,$341.53,NASDAQ
04/21/2023,$341.66,"2,278,870",$339.00,$342.3599,$336.00,NASDAQ
04/20/2023,$338.71,"2,218,025",$334.95,$339.31,$334.32,NASDAQ
04/19/2023,$336.89,"2,625,397",$332.98,$336.99,$331.6703,NASDAQ
04/18/2023,$333.91,"7,549,535",$328.00,$336.55,$326.13,NASDAQ
04/17/2023,$339.68,"3,012,148",$336.00,$340.45,$333.68,NASDAQ
04/14/2023,$336.92,"2,275,657",$336.53,$339.63,$334.32,NASDAQ
04/13/2023,$332.13,"1,765,454",$330.08,$332.94,$327.00,NASDAQ
04/12/2023,$330.24,"1,862,442",$331.72,$332.07,$327.18,NASDAQ
04/11/2023,$327.37,"1,559,582",$326.05,$329.20,$323.665,NASDAQ
04/10/2023,$324.96,"1,114,386",$322.40,$324.99,$321.31,NASDAQ
04/06/2023,$322.40,"1,310,998",$320.38,$323.225,$319.98,NASDAQ
04/05/2023,$321.53,"1,329,340",$319.62,$322.20,$319.37,NASDAQ
04/04/2023,$322.65,"1,536,818",$326.82,$326.87,$320.12,NASDAQ
04/03/2023,$326.52,"1,808,836",$326.14,$328.98,$323.155,NASDAQ
03/31/2023,$327.11,"2,281,101",$323.47,$327.33,$322.42,NASDAQ
03/30/2023,$321.14,"1,456,528",$324.56,$324.87,$319.88,NASDAQ
03/29/2023,$320.72,"1,475,911",$322.50,$322.71,$318.68,NASDAQ
03/28/2023,$318.44,"1,224,463",$319.09,$320.605,$316.12,NASDAQ
03/27/2023,$318.53,"2,300,622",$318.62,$320.90,$317.17,NASDAQ
03/24/2023,$312.57,"2,457,182",$310.15,$312.75,$305.36,NASDAQ
03/23/2023,$314.85,"2,585,854",$315.21,$321.355,$312.64,NASDAQ
03/22/2023,$313.67,"2,505,897",$317.28,$322.2206,$313.49,NASDAQ
03/21/2023,$317.28,"3,242,359",$317.62,$320.32,$315.35,NASDAQ
03/20/2023,$309.53,"3,963,653",$306.78,$312.20,$306.255,NASDAQ
03/17/2023,$303.54,"6,369,764",$310.09,$310.405,$301.8731,NASDAQ
03/16/2023,$315.09,"4,401,879",$309.00,$318.32,$304.92,NASDAQ
03/15/2023,$312.19,"6,596,697",$310.77,$312.51,$304.41,NASDAQ
03/14/2023,$322.15,"3,785,873",$324.77,$326.38,$318.945,NASDAQ
03/13/2023,$315.51,"5,660,696",$319.67,$326.11,$314.54,NASDAQ
03/10/2023,$327.67,"4,559,749",$338.87,$339.93,$326.03,NASDAQ
03/09/2023,$342.09,"3,177,787",$349.20,$354.29,$341.05,NASDAQ
03/08/2023,$349.29,"1,584,632",$346.19,$349.69,$345.17,NASDAQ
03/07/2023,$346.08,"2,048,530",$355.55,$356.20,$345.625,NASDAQ
03/06/2023,$357.05,"1,614,160",$358.06,$358.86,$353.73,NASDAQ
03/03/2023,$357.09,"2,396,334",$350.64,$357.77,$349.56,NASDAQ
03/02/2023,$349.10,"3,260,264",$343.99,$349.78,$340.49,NASDAQ
03/01/2023,$346.23,"2,717,354",$349.39,$352.54,$345.96,NASDAQ
02/28/2023,$351.65,"4,945,557",$366.00,$366.01,$351.33,NASDAQ
02/27/2023,$365.53,"2,842,388",$368.22,$370.30,$364.505,NASDAQ
02/24/2023,$363.85,"2,428,661",$360.17,$365.18,$359.53,NASDAQ
02/23/2023,$363.54,"1,931,502",$363.20,$367.88,$359.61,NASDAQ
02/22/2023,$360.89,"2,203,940",$361.63,$363.00,$358.041,NASDAQ
02/21/2023,$361.12,"2,403,029",$366.72,$366.72,$360.09,NASDAQ
02/17/2023,$368.50,"1,857,335",$368.05,$371.06,$366.86,NASDAQ
02/16/2023,$370.20,"1,947,985",$370.75,$374.25,$368.8001,NASDAQ
02/15/2023,$374.34,"1,687,569",$368.74,$374.365,$368.25,NASDAQ
02/14/2023,$371.78,"2,155,712",$373.94,$377.05,$369.38,NASDAQ
02/13/2023,$374.02,"1,570,700",$369.09,$375.06,$368.00,NASDAQ
02/10/2023,$371.28,"1,933,370",$367.00,$372.23,$364.555,NASDAQ
02/09/2023,$367.99,"2,052,544",$377.04,$379.68,$367.80,NASDAQ
02/08/2023,$375.10,"1,893,223",$372.92,$378.35,$371.98,NASDAQ
02/07/2023,$374.40,"2,205,581",$368.17,$376.31,$367.34,NASDAQ
02/06/2023,$370.80,"1,816,448",$369.00,$371.2552,$365.78,NASDAQ
02/03/2023,$369.95,"2,243,051",$365.62,$374.57,$365.44,NASDAQ
02/02/2023,$369.47,"2,619,577",$368.00,$372.89,$364.5501,NASDAQ
02/01/2023,$365.71,"2,889,433",$359.10,$368.94,$358.76,NASDAQ
01/31/2023,$365.81,"2,311,684",$359.16,$365.92,$356.86,NASDAQ
01/30/2023,$357.46,"3,184,633",$353.29,$362.33,$352.40,NASDAQ
01/27/2023,$353.70,"2,427,638",$351.95,$355.99,$351.83,NASDAQ
01/26/2023,$354.97,"1,919,172",$351.73,$355.00,$349.52,NASDAQ
01/25/2023,$349.63,"1,985,154",$344.75,$349.955,$343.90,NASDAQ
01/24/2023,$348.33,"2,371,973",$340.00,$350.30,$340.00,NASDAQ
01/23/2023,$349.14,"4,915,671",$341.67,$349.56,$336.1583,NASDAQ
01/20/2023,$341.84,"11,247,150",$349.87,$352.25,$338.21,NASDAQ
01/19/2023,$350.75,"3,100,606",$346.03,$352.16,$345.5201,NASDAQ
01/18/2023,$349.09,"5,585,162",$348.32,$354.79,$347.80,NASDAQ
01/17/2023,$349.92,"14,448,270",$364.80,$366.79,$344.00,NASDAQ
01/13/2023,$374.00,"3,310,238",$363.49,$374.35,$362.355,NASDAQ
01/12/2023,$369.94,"2,103,065",$366.24,$370.10,$362.57,NASDAQ
01/11/2023,$364.48,"2,127,013",$358.87,$365.50,$356.21,NASDAQ
01/10/2023,$357.36,"1,610,302",$352.64,$357.50,$350.50,NASDAQ
01/09/2023,$353.00,"1,989,134",$351.88,$356.50,$349.50,NASDAQ
01/06/2023,$348.08,"3,097,817",$347.30,$349.00,$340.945,NASDAQ
01/05/2023,$343.76,"1,397,960",$344.25,$345.14,$340.14,NASDAQ
01/04/2023,$347.70,"1,880,985",$348.03,$350.31,$345.0783,NASDAQ
01/03/2023,$346.22,"1,589,777",$345.50,$348.60,$342.805,NASDAQ
12/30/2022,$343.38,"1,031,535",$341.74,$343.69,$339.40,NASDAQ
12/29/2022,$343.43,"1,273,551",$342.44,$344.64,$341.2396,NASDAQ
12/28/2022,$340.87,"1,117,275",$340.50,$342.847,$339.30,NASDAQ
12/27/2022,$341.97,"1,035,110",$346.51,$347.75,$341.79,NASDAQ
12/23/2022,$345.51,"1,062,061",$344.84,$347.76,$343.11,NASDAQ
12/22/2022,$345.58,"1,529,264",$347.16,$348.05,$339.88,NASDAQ
12/21/2022,$350.16,"1,923,118",$348.26,$350.88,$346.89,NASDAQ
12/20/2022,$344.49,"1,622,994",$345.99,$347.42,$343.49,NASDAQ
12/19/2022,$344.61,"1,646,653",$346.27,$348.3983,$342.63,NASDAQ
12/16/2022,$346.35,"5,008,921",$345.08,$347.78,$343.4056,NASDAQ
12/15/2022,$349.83,"3,164,047",$354.48,$356.105,$347.94,NASDAQ
12/14/2022,$360.38,"2,519,710",$367.01,$368.825,$359.45,NASDAQ
12/13/2022,$368.69,"3,062,618",$374.63,$378.56,$365.51,NASDAQ
12/12/2022,$363.18,"1,750,370",$358.57,$364.01,$356.34,NASDAQ
12/09/2022,$359.14,"1,588,812",$356.71,$361.64,$356.2138,NASDAQ
12/08/2022,$358.08,"1,967,822",$362.03,$362.59,$356.055,NASDAQ
12/07/2022,$359.92,"2,128,204",$362.49,$365.30,$358.15,NASDAQ
12/06/2022,$362.91,"3,081,920",$369.48,$370.37,$360.33,NASDAQ
12/05/2022,$371.54,"2,329,570",$378.55,$378.87,$369.31,NASDAQ
12/02/2022,$380.58,"1,932,530",$381.52,$382.52,$378.40,NASDAQ
12/01/2022,$383.81,"1,706,386",$386.50,$386.50,$380.45,NASDAQ
11/30/2022,$386.15,"2,964,127",$382.50,$386.15,$375.10,NASDAQ
11/29/2022,$383.71,"1,746,942",$381.13,$384.93,$379.26,NASDAQ
11/28/2022,$382.36,"2,232,764",$385.43,$388.39,$380.89,NASDAQ
11/25/2022,$388.86,"1,129,250",$385.76,$389.44,$385.18,NASDAQ
11/23/2022,$386.25,"1,865,756",$383.90,$388.20,$383.41,NASDAQ
11/22/2022,$383.87,"2,019,816",$381.40,$385.825,$381.40,NASDAQ
11/21/2022,$380.21,"1,877,529",$378.90,$380.77,$375.42,NASDAQ
11/18/2022,$379.20,"2,384,735",$381.28,$382.83,$377.39,NASDAQ
11/17/2022,$379.78,"2,299,419",$377.15,$381.72,$375.01,NASDAQ
11/16/2022,$382.33,"2,303,685",$383.21,$385.395,$380.01,NASDAQ
11/15/2022,$382.88,"3,192,390",$385.98,$389.5781,$380.65,NASDAQ
11/14/2022,$382.36,"2,609,338",$384.00,$387.30,$380.50,NASDAQ
11/11/2022,$385.17,"3,409,056",$380.00,$387.00,$378.75,NASDAQ
11/10/2022,$378.31,"3,790,378",$370.00,$380.43,$369.744,NASDAQ
11/09/2022,$362.00,"3,047,193",$362.95,$367.15,$360.88,NASDAQ
11/08/2022,$364.02,"3,501,332",$362.30,$367.19,$361.46,NASDAQ
11/07/2022,$362.56,"2,526,872",$360.01,$362.96,$358.5188,NASDAQ
11/04/2022,$357.91,"3,172,674",$354.00,$358.38,$351.23,NASDAQ
11/03/2022,$348.87,"2,515,632",$347.50,$350.67,$342.59,NASDAQ
11/02/2022,$349.79,"3,224,731",$347.62,$357.44,$346.74,NASDAQ
11/01/2022,$348.58,"2,316,558",$345.13,$348.69,$343.77,NASDAQ
10/31/2022,$344.51,"2,224,025",$341.07,$346.18,$340.57,NASDAQ
10/28/2022,$341.82,"1,677,052",$338.52,$342.58,$336.00,NASDAQ
10/27/2022,$337.18,"1,998,784",$339.31,$341.93,$336.53,NASDAQ
10/26/2022,$335.69,"2,177,102",$334.52,$338.67,$334.14,NASDAQ
10/25/2022,$332.40,"1,837,717",$327.86,$333.60,$325.918,NASDAQ
10/24/2022,$328.70,"2,232,767",$328.50,$331.2363,$325.85,NASDAQ
10/21/2022,$325.10,"3,545,738",$311.00,$325.775,$309.4939,NASDAQ
10/20/2022,$310.81,"2,382,314",$312.10,$316.05,$309.00,NASDAQ
10/19/2022,$311.76,"2,363,833",$312.61,$314.79,$308.0601,NASDAQ
10/18/2022,$313.85,"6,428,583",$321.67,$324.48,$312.00,NASDAQ
10/17/2022,$306.71,"3,118,594",$304.41,$311.62,$304.14,NASDAQ
10/14/2022,$299.99,"2,398,350",$307.46,$311.615,$299.07,NASDAQ
10/13/2022,$307.07,"2,724,865",$290.42,$308.755,$287.75,NASDAQ
10/12/2022,$295.31,"1,763,838",$293.99,$299.78,$291.71,NASDAQ
10/11/2022,$294.21,"2,392,772",$298.01,$302.52,$293.92,NASDAQ
10/10/2022,$300.54,"1,309,747",$303.63,$304.72,$298.43,NASDAQ
10/07/2022,$301.08,"1,790,105",$304.00,$305.15,$299.15,NASDAQ
10/06/2022,$304.67,"1,367,385",$307.39,$309.08,$303.4201,NASDAQ
10/05/2022,$309.00,"1,992,774",$306.58,$310.21,$303.60,NASDAQ
10/04/2022,$314.87,"2,399,524",$306.80,$315.16,$305.875,NASDAQ
10/03/2022,$299.15,"1,938,770",$297.17,$301.23,$291.10,NASDAQ
09/30/2022,$293.05,"1,970,815",$296.00,$301.09,$292.70,NASDAQ
09/29/2022,$296.11,"1,930,765",$297.07,$299.35,$291.55,NASDAQ
09/28/2022,$300.79,"2,289,657",$294.00,$302.41,$292.46,NASDAQ
09/27/2022,$291.38,"2,007,408",$297.50,$299.15,$288.6193,NASDAQ
09/26/2022,$294.62,"2,308,809",$299.00,$302.10,$292.31,NASDAQ
09/23/2022,$301.97,"2,918,467",$307.55,$309.79,$297.46,NASDAQ
09/22/2022,$312.92,"2,239,883",$322.32,$323.385,$311.20,NASDAQ
09/21/2022,$320.71,"1,796,654",$324.92,$329.79,$320.63,NASDAQ
09/20/2022,$323.26,"1,569,913",$325.70,$326.80,$320.01,NASDAQ
09/19/2022,$328.66,"1,652,686",$320.57,$329.29,$320.54,NASDAQ
09/16/2022,$326.21,"2,946,756",$326.38,$329.00,$319.79,NASDAQ
09/15/2022,$331.62,"1,489,400",$328.73,$335.28,$327.59,NASDAQ
09/14/2022,$327.26,"1,953,279",$328.45,$330.93,$323.50,NASDAQ
09/13/2022,$328.39,"2,242,113",$336.08,$336.52,$326.83,NASDAQ
09/12/2022,$342.58,"1,563,384",$341.66,$344.365,$340.09,NASDAQ
09/09/2022,$340.10,"1,445,701",$337.98,$341.03,$337.03,NASDAQ
09/08/2022,$335.38,"1,755,566",$330.29,$335.81,$327.36,NASDAQ
09/07/2022,$330.56,"1,496,739",$324.25,$332.155,$323.25,NASDAQ
09/06/2022,$326.49,"1,578,145",$332.32,$333.245,$323.46,NASDAQ
09/02/2022,$331.48,"2,215,460",$334.68,$340.315,$329.97,NASDAQ
09/01/2022,$333.50,"1,575,083",$329.87,$333.69,$324.62,NASDAQ
08/31/2022,$332.67,"2,487,973",$331.55,$335.14,$329.68,NASDAQ
08/30/2022,$333.63,"1,830,322",$335.00,$336.01,$331.18,NASDAQ
